Name,Condition,Severity,Target scope,Target resource type,Signal type,Status
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Map PULR to ULR Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Raw Result to PULR Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Raw Result to PULR Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Uniform Lab Result - Raw Result to PULR Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Data Disk IOPS Consumed Percentage - avd-cc-0,Data Disk IOPS Consumed Percentage > 95,Sev3,avd-cc-0,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-1,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-1,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-10,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-10,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-2,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-3,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-3,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-4,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-4,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-5,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-5,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-6,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-6,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-CC-7,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-CC-7,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - AVD-Corp-0,Data Disk IOPS Consumed Percentage > 95,Sev3,AVD-Corp-0,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dev-textvm,Data Disk IOPS Consumed Percentage > 95,Sev3,dev-textvm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dps-dev-vm,Data Disk IOPS Consumed Percentage > 95,Sev3,dps-dev-vm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dps-life-vm,Data Disk IOPS Consumed Percentage > 95,Sev3,dps-life-vm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dps-prod-vm,Data Disk IOPS Consumed Percentage > 95,Sev3,dps-prod-vm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dps-test-vm,Data Disk IOPS Consumed Percentage > 95,Sev3,dps-test-vm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - dps-test-vm,Data Disk IOPS Consumed Percentage > 95,Sev3,dps-test-vm,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Dev-App01,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Dev-App01,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Dev-DB,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Dev-DB,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Dev-Trainer,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Dev-Trainer,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-App01-1,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-App01-1,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-App01-2,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-App01-2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-App02-1,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-App02-1,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-App02-2,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-App02-2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-DB,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-DB,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-DB2,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-DB2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-Trainer-1,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-Trainer-1,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - HS-Prod-Trainer-2,Data Disk IOPS Consumed Percentage > 95,Sev3,HS-Prod-Trainer-2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - LINUX-PRD,Data Disk IOPS Consumed Percentage > 95,Sev3,LINUX-PRD,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - nonprod-dps-agent2,Data Disk IOPS Consumed Percentage > 95,Sev3,nonprod-dps-agent2,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - PR-MDP01-AZ1,Data Disk IOPS Consumed Percentage > 95,Sev3,PR-MDP01-AZ1,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - prd-alz-scrspk-eus-vm-01,Data Disk IOPS Consumed Percentage > 95,Sev3,prd-alz-scrspk-eus-vm-01,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - prod-bast,Data Disk IOPS Consumed Percentage > 95,Sev3,prod-bast,Virtual machine,microsoft.insights/metricalerts,Enabled
Data Disk IOPS Consumed Percentage - prod-ssrs,Data Disk IOPS Consumed Percentage > 95,Sev3,prod-ssrs,Virtual machine,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,prestage-dps-service-bus,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,prod-dps-service-bus,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,stage-dps-service-bus,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,dev-dps-service-bus,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,pf-dps-service-bus2,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
Deadletter_Alerts,DeadletteredMessages > 1,Sev4,qa-dps-service-bus,Service Bus Namespace,microsoft.insights/metricalerts,Enabled
DecResourceHealth,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DECS' ,All,microsoft.insights/activitylogalerts,Enabled
dev-dps-account-AccountUpstreamDatasync-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-account-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-account-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-account-data-housekeeping-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-account-data-housekeeping,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-account-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-account,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-account-management-host-web-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-account-management-host-web,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-accountupstream-datasync-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-account-upstream-datasync,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-alert-service-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-alert-service,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-alert-service-host-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-alert-service-host-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-audit-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-audit,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-auditupstream-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-audit-upstream-datasync,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-bulk-request-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-bulk-request-service-plan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-bulk-request-management-host-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-bulk-request-management-host-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-bulk-request-management-host-web-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-bulk-request-management-host-web,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-bussinessyearend-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-program-renew-bybusiness-yearend,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-change-data-capture-monitor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-change-data-capture-monitor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-creationbypolicy-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-program-creation-bypolicy,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-data-housekeeping-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-data-housekeeping,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-domain-event-processor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-domain-event-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-donor-management-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-donor-management-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-donor-management-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-donor-management,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-employeeselection-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-program-selection,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-employeeselectionwarning-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-program-warning,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-generic-service-plan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-generic-notification-transport-email,Table rows >= 5 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-generic-notification-transport-fax,Table rows >= 5 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-generic-notification-transport-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-notification-transport,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-notification-transport-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-notification-transport-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-notification-transport-print,Table rows >= 5 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-generic-report-idlerequestprocessor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-report-idlerequestprocessor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-report-messaging-alert,Table rows >= 5 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-generic-report-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-report-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-report-web-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-report-web,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-utility-bulkprocessor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-utility-bulkprocessor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-generic-utility-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-generic-utility-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-identityproxy-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-identity-proxy,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-inbound-int-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-inbound-integration-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-inbound-int-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-inbound-int,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-lab-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-lab-data-housekeeping-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-data-housekeeping,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-abbott-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-abbott-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-lab-integration-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-crl-result-fileconverter-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-lab-int-crl-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-crl-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-labcorp-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-labcorp-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-omega-result-fileconverter-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-lab-int-omega-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-omega-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-psychemedics-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-psychemedics-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-quest-result-fileconverter-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-lab-int-quest-result-fileconverter-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-quest-result-fileconverter,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-abbott-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-abbott,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-crl-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-crl,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-labcorp-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-labcorp,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-omega-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-omega,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-psychemedics-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-psychemedics,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-res-exch-quest-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-res-exch-quest,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-uni-lab-results-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-uni-lab-results,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-int-uni-lab-results-host-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-int-uni-lab-results-host-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-lab-upstream-datasync-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-labupstream-datasync-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-lab-upstream-datasync,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-notificationtransport-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-notification-transport,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-occhealth-doc-gen-processor-alert,HealthCheckStatus < 100,Sev3,dev-dps-occhealth-doc-gen-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-occupational-health-api-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-occhealth-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-occupational-health-api-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-occupational-health-api,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-orchestrator-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-orchestrator,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-outbound-int-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-outbound-integration-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-outbound-int-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-outbound-int,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-outbound-int-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-outbound-integration-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-outbound-lab-account-int-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-outbound-lab-account-mock-api,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-outsystems-integration-service-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-outsystems-integration-services,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-processmonitor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-process-monitor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-programaudit-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-program-audit,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-purgeprocesslogs-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-purge-process-logs,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-report-data-housekeeping-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-report-data-housekeeping,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-report-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-report,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-report_datapurge-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-report-data-purge,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-reportdata-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-report-data-replication,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-roster-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-roster-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-roster-employeeSelection-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-roster-employeeSelectionWarning-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-roster-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-roster-management-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-management,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-roster-programCreationByPolicy-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-roster-programRenewByBussinessYearEnd-alert,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
dev-dps-rosterdatareplication-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-data-replication,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-test-result-management-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-test-result-management-serviceplan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-test-result-management-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-management,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-test-result-management-messaging-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-management-messaging,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-test-result-management-mro-intake-processor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-management-mro-intake-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-trm-driver-qualification-management-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-driver-qualification-management,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-trm-mass-action-processor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-management-mass-action-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-trm-rule-processor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-management-rule-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-trm-test-result-created-processor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-test-result-mgmt-testresult-created-processor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-upstreamdatasync-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-roster-upstream-datasync,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utility-account-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utility-alerts,MemoryPercentage > 70 and 1 more condition,Sev3,dev-dps-utility-service-plan,App Service plan,microsoft.insights/metricalerts,Enabled
dev-dps-utility-backgroundservices-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-backgroundservices,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utility-bulkprocessor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-bulkprocessor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utility-cosmosdb-monitor-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-cosmosdb-monitor,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utility-missingcommunicator-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-missing-communicator,App Service,microsoft.insights/metricalerts,Enabled
dev-dps-utilityupstream-healthcheck-alert,HealthCheckStatus < 100,Sev3,dev-dps-utility-upstream-datasync,App Service,microsoft.insights/metricalerts,Enabled
dev_account_app_service_stopped,Category=Administrative%2C Operation name=Microsoft.Web/sites/stop/Action,Sev4,dev-dps-account,App Service,microsoft.insights/activitylogalerts,Enabled
dev_lab_app_service_stopped,Category=Administrative%2C Operation name=Microsoft.Web/sites/stop/Action,Sev4,dev-dps-lab,App Service,microsoft.insights/activitylogalerts,Enabled
DISA AVD Service Health,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISA AVD' ,All,microsoft.insights/activitylogalerts,Enabled
disascreeai-server errors,HealthCheckStatus < 100,Sev3,disascreen-ai,App Service,microsoft.insights/metricalerts,Enabled
DISAScreen-DevOps-ResourceHealth,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISAScreen-DevOps-Subscription' ,All,microsoft.insights/activitylogalerts,Enabled
DISAScreen-PRD-KV-Alert,ServiceApiHit > 6000,Sev3,DISAScreen-PRD-Logins-KV,Key vault,microsoft.insights/metricalerts,Enabled
DISAScreen-PRD-Subscription-ResourceHealth,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISAScreen-PRD-Subscription' ,All,microsoft.insights/activitylogalerts,Enabled
DISAWorks Platform Lower ResourceHealth,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISAWorks Platform Lower' ,All,microsoft.insights/activitylogalerts,Enabled
DISAWorks Platform Pegasus Team Resource Health,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISAWorks Platform Pegasus Team' ,All,microsoft.insights/activitylogalerts,Enabled
DISAWorks Platform Upper Resource Health,Previous resource status=All%2C Current resource status=All,Sev4,All resources in 'DISAWorks Platform Upper' ,All,microsoft.insights/activitylogalerts,Enabled
DTU,dtu_consumption_percent > 1,Sev0,dev-dps-lab-sql-server/dev-dps-lab-elastic-pool,SQL elastic pool,microsoft.insights/metricalerts,Enabled
DXML Transformer - Auth (n z) Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
DXML Transformer - Auth (n z) Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
DXML Transformer - Storing DXML Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
DXML Transformer - Storing DXML Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Alcohol TestResult Created Function Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Alcohol TestResult Created Function Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Alcohol TestResult Created Function Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Alcohol TestResult Created Function Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
