Name,Condition,Severity,Target scope,Target resource type,Signal type,Status
Error-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessCompleted Event Function Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-TestResultProcessRequest Event Function Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-ULR Processor Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-Upload Attachment Failed,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 4xx error threshold breached,Table rows >= 10 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Error-View Test Result - 5xx error threshold breached,Table rows >= 10 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Failed Certificate List,Table rows > 3 ,Sev1,DISAScreen-PRD-Logins-KV,Key vault,microsoft.insights/scheduledqueryrules,Enabled
Failed Requests Over 5 mins,FailedRequests > 5,Sev3,dps-prod-appgw,Application gateway,microsoft.insights/metricalerts,Enabled
Failure Anomalies - alerts-functionapp,Failure Anomalies detected,Sev3,alerts-functionapp,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - alertsnotification,Failure Anomalies detected,Sev3,alertsnotification,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - apim-policy-sample-function-app,Failure Anomalies detected,Sev3,apim-policy-sample-function-app,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - D360Members,Failure Anomalies detected,Sev3,d360members,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - datasynctestclient,Failure Anomalies detected,Sev3,datasynctestclient,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - deployment-slot-testing,Failure Anomalies detected,Sev3,deployment-slot-testing,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-alchemyeye-eus-func-ai,Failure Anomalies detected,Sev3,dev-d360-alchemyeye-eus-func-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-amzsnsapi-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-amzsnsapi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-documentserver-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-documentserver-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-inex-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-inex-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-intranet-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-intranet-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-intranetsrv-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-intranetsrv-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-members-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-members-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvcorning-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvcorning-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvdrugalcoholtesting-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvdrugalcoholtesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvhankook-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvhankook-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvnfi-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvnfi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvpatterson-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvpatterson-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvscheduletesting-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvscheduletesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-restsrvtenstreetxchange-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-restsrvtenstreetxchange-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-scheduletesting-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-scheduletesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-scheduletestingsbx-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-scheduletestingsbx-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-tokenatorapi-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-tokenatorapi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-d360-vip-eus-app-ai,Failure Anomalies detected,Sev3,dev-d360-vip-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-db-appingishts,Failure Anomalies detected,Sev3,dev-db-appingishts,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dgs-DISAScreen-Backend-WebApp-AppInsights,Failure Anomalies detected,Sev3,dev-dgs-disascreen-backend-webapp-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dgs-DISAScreen-Frontend-WebApp-AppInsights,Failure Anomalies detected,Sev3,dev-dgs-disascreen-frontend-webapp-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-app-insights,Failure Anomalies detected,Sev3,dev-dps-app-insights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-generic-utility-bulkprocessor,Failure Anomalies detected,Sev3,dev-dps-generic-utility-bulkprocessor,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-lab,Failure Anomalies detected,Sev3,dev-dps-lab,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-lab-int-result-fileconverter-ome,Failure Anomalies detected,Sev3,dev-dps-lab-int-result-fileconverter-ome,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-lab-int-result-fileconverter-que,Failure Anomalies detected,Sev3,dev-dps-lab-int-result-fileconverter-que,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-dps-poc-appInsight,Failure Anomalies detected,Sev3,dev-dps-poc-appinsight,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-report-testing,Failure Anomalies detected,Sev3,dev-report-testing,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dev-us-eus-appinsights,Failure Anomalies detected,Sev3,dev-us-eus-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - disa-devops-automation,Failure Anomalies detected,Sev3,disa-devops-automation,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - disa-devops-automation,Failure Anomalies detected,Sev3,disa-devops-automation,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - disademo,Failure Anomalies detected,Sev3,disademo,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - DisaPlatformTestAppService,Failure Anomalies detected,Sev3,disaplatformtestappservice,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-eastus-app-insights,Failure Anomalies detected,Sev3,dps-dev-eastus-app-insights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-eastus-employee-selection-warnin,Failure Anomalies detected,Sev3,dps-dev-eastus-employee-selection-warnin,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-poc,Failure Anomalies detected,Sev3,dps-dev-poc,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-useast-account-servi202202081943,Failure Anomalies detected,Sev3,dps-dev-useast-account-servi202202081943,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-useast-account-service,Failure Anomalies detected,Sev3,dps-dev-useast-account-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-dev-useast-client-service-test,Failure Anomalies detected,Sev3,dps-dev-useast-client-service-test,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-devops-eastus-prchecklist-automation,Failure Anomalies detected,Sev3,dps-devops-eastus-prchecklist-automation,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-faxplus-webhook,Failure Anomalies detected,Sev3,dps-faxplus-webhook,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dps-perf-eastus-appinsight,Failure Anomalies detected,Sev3,dps-perf-eastus-appinsight,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dsp-dev-useast-employee,Failure Anomalies detected,Sev3,dsp-dev-useast-employee,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dsp-dev-useast-report,Failure Anomalies detected,Sev3,dsp-dev-useast-report,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dsp-dev-useast-report-6,Failure Anomalies detected,Sev3,dsp-dev-useast-report-6,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-appinsights,Failure Anomalies detected,Sev3,dwm-dev-useast-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-central-configuration-ser,Failure Anomalies detected,Sev3,dwm-dev-useast-central-configuration-ser,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-employee-service,Failure Anomalies detected,Sev3,dwm-dev-useast-employee-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-function-docker,Failure Anomalies detected,Sev3,dwm-dev-useast-function-docker,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-identity-proxy-service,Failure Anomalies detected,Sev3,dwm-dev-useast-identity-proxy-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-notification-core-service,Failure Anomalies detected,Sev3,dwm-dev-useast-notification-core-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-policy-application-servic,Failure Anomalies detected,Sev3,dwm-dev-useast-policy-application-servic,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-policy-application-service,Failure Anomalies detected,Sev3,dwm-dev-useast-policy-application-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-dev-useast-random-service,Failure Anomalies detected,Sev3,dwm-dev-useast-random-service,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-qa-dev-appinsights,Failure Anomalies detected,Sev3,dwm-qa-dev-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-qa-useast-appinsights,Failure Anomalies detected,Sev3,dwm-qa-useast-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-qa-useast-appinsights,Failure Anomalies detected,Sev3,dwm-qa-useast-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - dwm-qa-useast-function,Failure Anomalies detected,Sev3,dwm-qa-useast-function,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - employee-selection-warning,Failure Anomalies detected,Sev3,employee-selection-warning,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - funtAppFORpoc,Failure Anomalies detected,Sev3,funtappforpoc,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - Glappinsight,Failure Anomalies detected,Sev3,glappinsight,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - httplogicappfortesting,Failure Anomalies detected,Sev3,httplogicappfortesting,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - identity-proxy-test,Failure Anomalies detected,Sev3,identity-proxy-test,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - mrologicapp,Failure Anomalies detected,Sev3,mrologicapp,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - pf-dps-account,Failure Anomalies detected,Sev3,pf-dps-account,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - pf-dps-app-insights,Failure Anomalies detected,Sev3,pf-dps-app-insights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - pf-dps-report-data-purge-test,Failure Anomalies detected,Sev3,pf-dps-report-data-purge-test,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - poc-featureflag-app,Failure Anomalies detected,Sev3,poc-featureflag-app,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - POCBackgroundsApi,Failure Anomalies detected,Sev3,pocbackgroundsapi,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - POCBackgroundsDomainFunctions,Failure Anomalies detected,Sev3,pocbackgroundsdomainfunctions,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - POCEmailTest,Failure Anomalies detected,Sev3,pocemailtest,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-alchemyeye-eus-func-ai,Failure Anomalies detected,Sev3,prd-d360-alchemyeye-eus-func-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-alchemyeye-wus-func-ai,Failure Anomalies detected,Sev3,prd-d360-alchemyeye-wus-func-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-amzsnsapi-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-amzsnsapi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-amzsnsapi-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-amzsnsapi-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-documentserver-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-documentserver-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-documentserver-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-documentserver-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-estesapi-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-estesapi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-estesapi-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-estesapi-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-inex-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-inex-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-inex-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-inex-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-intranet-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-intranet-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-intranet-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-intranet-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-intranetsrv-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-intranetsrv-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-intranetsrv-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-intranetsrv-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-members-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-members-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-members-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-members-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvcorning-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvcorning-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvcorning-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvcorning-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvdrugalcoholtesting-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvdrugalcoholtesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvdrugalcoholtesting-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvdrugalcoholtesting-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvhankook-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvhankook-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvhankook-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvhankook-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvnfi-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvnfi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvnfi-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvnfi-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvpatterson-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvpatterson-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvpatterson-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvpatterson-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvscheduletesting-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvscheduletesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvscheduletesting-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvscheduletesting-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvtenstreetxchange-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvtenstreetxchange-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-restsrvtenstreetxchange-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-restsrvtenstreetxchange-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-scheduletesting-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-scheduletesting-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-scheduletesting-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-scheduletesting-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-scheduletestingsbx-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-scheduletestingsbx-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-scheduletestingsbx-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-scheduletestingsbx-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-tokenatorapi-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-tokenatorapi-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-tokenatorapi-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-tokenatorapi-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-vip-eus-app-ai,Failure Anomalies detected,Sev3,prd-d360-vip-eus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-d360-vip-wus-app-ai,Failure Anomalies detected,Sev3,prd-d360-vip-wus-app-ai,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
Failure Anomalies - prd-fis-eus-appinsights,Failure Anomalies detected,Sev3,prd-fis-eus-appinsights,Application Insights,microsoft.alertsmanagement/smartdetectoralertrules,Enabled
